sample_idx,curve_mse,curve_r2,mse_region1,mse_region2,jsc_true,voc_true,vmpp_true,jmpp_true,jsc_pred,voc_pred,vmpp_pred,jmpp_pred,ff_true,ff_pred,ff_abs_err,pce_true,pmpp_true,jsc_ratio,voc_ratio,high_error,low_pce,bad_curve
8895,360.2051696777344,0.8513517379760742,1104.2093505859375,147.63255310058594,151.10629272460938,0.875,0.625,82.48333740234375,179.5452117919922,1.0534336566925049,0.5249999761581421,119.47640991210938,0.3899021744728088,0.331635057926178,0.0582671165466308,0.0515520870685577,51.55208587646485,0.7116724848747253,2.249906539916992,False,True,True
8897,450.5481567382813,0.8486442565917969,224.9999237060547,472.5528259277344,180.7859039306641,0.75,0.4250000119209289,118.49649810791016,194.3759002685547,0.747326672077179,0.3000000119209289,117.19029998779295,0.3714228272438049,0.2420248985290527,0.1293979287147522,0.0503610149025917,50.36101150512695,0.7389829754829407,1.3302109241485596,False,True,True
8901,2244.688232421875,0.5671549439430237,8275.8515625,1490.792724609375,285.89080810546875,0.4250000119209289,0.2000000029802322,266.1268920898437,284.6942443847656,0.5793566107749939,0.4000000059604645,185.2669219970703,0.4380560219287872,0.4492967128753662,0.0112406909465789,0.0532253831624984,53.225379943847656,1.0001299381256104,1.3716051578521729,False,True,True
8911,568.4957885742188,0.8178597092628479,1135.0787353515625,406.6148986816406,200.7456970214844,0.949999988079071,0.4250000119209289,112.44039916992188,199.6626892089844,1.0047286748886108,0.5249999761581421,131.3256072998047,0.2505771517753601,0.3436869084835052,0.0931097567081451,0.047787170857191,47.78717041015625,0.9976308941841124,1.955350041389465,False,True,True
8913,48.44832992553711,0.9850768446922302,55.07415771484375,47.80190658569336,227.5084991455078,0.574999988079071,0.3000000119209289,135.5487060546875,218.67349243164065,0.5807529091835022,0.3000000119209289,144.28265380859375,0.3108502030372619,0.3408378660678863,0.0299876630306243,0.0406646132469177,40.66461181640625,0.981163203716278,1.4987365007400513,False,True,True
8914,9.091615676879885,0.9968000650405884,23.301328659057617,7.7053022384643555,213.15609741210935,0.824999988079071,0.3000000119209289,135.25709533691406,210.4836578369141,0.7616500854492188,0.3000000119209289,143.66598510742188,0.2307435721158981,0.2688446044921875,0.0381010323762893,0.0405771322548389,40.57712936401367,0.9850443601608276,2.1867780685424805,False,True,True
8916,66.52734375,0.9751062393188475,410.9373779296875,32.92636489868164,210.86839294433597,0.800000011920929,0.4000000059604645,95.8780288696289,226.2606201171875,0.7441307306289673,0.3000000119209289,143.71290588378906,0.2273409217596054,0.256070077419281,0.0287291556596755,0.0383512116968631,38.35121154785156,0.8733440637588501,1.6472313404083252,False,True,True
8919,25.35404586791992,0.9946393370628356,90.46080780029295,19.002166748046875,275.8890075683594,0.75,0.3000000119209289,173.91549682617188,283.6376647949219,0.6998311281204224,0.3000000119209289,182.80274963378903,0.2521528601646423,0.2762783467769623,0.0241254866123199,0.0521746538579463,52.174652099609375,0.811857283115387,1.2491017580032349,False,True,True
8920,93.86224365234376,0.960852026939392,200.2229461669922,83.48558044433594,201.83639526367188,0.5249999761581421,0.3000000119209289,117.78929901123048,210.0332489013672,0.6038399934768677,0.3000000119209289,95.7638702392578,0.3334788978099823,0.2265233844518661,0.1069555133581161,0.0353367924690246,35.3367919921875,0.6218793988227844,1.4949147701263428,False,True,True
8924,3919.447998046875,0.2923871874809265,13799.951171875,1783.123046875,303.7583923339844,0.8500000238418579,0.4000000059604645,137.05360412597656,332.310546875,0.8213693499565125,0.4749999940395355,246.41421508789065,0.2123260200023651,0.4288216829299927,0.2164956629276275,0.0548214428126812,54.82144165039063,0.8441040515899658,2.6117305755615234,False,True,True
8931,736.2842407226562,0.7273598909378052,580.4314575195312,751.4892578125,140.5135955810547,0.574999988079071,0.449999988079071,127.1427993774414,138.6133270263672,0.5745798349380493,0.3000000119209289,97.34526824951172,0.7081382870674133,0.3666745126247406,0.3414637744426727,0.0572142638266086,57.21426010131836,0.9989210963249208,1.9204566478729248,False,True,True
8935,188.00277709960935,0.9342902898788452,81.79176330566406,198.3648376464844,187.8656005859375,0.6000000238418579,0.4250000119209289,107.59369659423828,199.9488677978516,0.6056787967681885,0.3000000119209289,131.50247192382812,0.4056740403175354,0.325757086277008,0.0799169540405273,0.0457273237407207,45.72732162475586,0.6754348278045654,1.137812852859497,False,True,True
8940,22.600154876708984,0.9872292876243592,8.479480743408203,25.65327453613281,125.11499786376952,0.975000023841858,0.5249999761581421,78.72007751464844,125.744384765625,1.0229912996292114,0.4749999940395355,86.90977478027344,0.3387901484966278,0.3209236264228821,0.0178665220737457,0.0413280390202999,41.32803726196289,0.9539780020713806,2.62469744682312,False,True,True
8945,3507.701416015625,-0.3076421022415161,5994.32373046875,2497.510498046875,178.95030212402344,0.949999988079071,0.4749999940395355,100.27770233154295,205.0845184326172,1.0696871280670166,0.6000000238418579,161.36378479003906,0.2801831066608429,0.4413343071937561,0.1611512005329132,0.047631911933422,47.63190841674805,0.8456156849861145,1.7548353672027588,False,True,True
8950,100.66654205322266,0.950225591659546,716.509033203125,40.58434295654297,153.29359436035156,0.4749999940395355,0.3000000119209289,150.6417999267578,152.14059448242188,0.5377259254455566,0.3000000119209289,102.94686889648438,0.6206534504890442,0.3775098621845245,0.2431435883045196,0.0451925434172153,45.19254302978516,1.0005080699920654,0.9958653450012208,False,True,True
8962,103.65425872802734,0.9533684849739076,410.855224609375,56.3925666809082,157.71189880371094,0.875,0.4749999940395355,91.64025115966795,182.47418212890625,0.9050877690315248,0.4250000119209289,110.26760864257812,0.3154331743717193,0.2837558090686798,0.0316773653030395,0.0435291193425655,43.52911758422852,0.7114369869232178,2.108063220977783,False,True,True
8969,954.9555053710938,0.6695720553398132,1220.4583740234375,847.0949096679688,149.76019287109375,0.824999988079071,0.4250000119209289,130.21820068359375,149.55027770996094,0.9103864431381226,0.6000000238418579,133.25009155273438,0.4479301571846008,0.5872266888618469,0.1392965316772461,0.0553427375853061,55.342735290527344,1.000048041343689,1.7975587844848633,False,True,True
8972,217.0265045166016,0.956626832485199,1274.234130859375,113.88429260253906,293.4892883300781,0.824999988079071,0.3000000119209289,164.7541961669922,275.0458679199219,0.9696100950241088,0.3000000119209289,144.61514282226562,0.2041322290897369,0.1626794785261154,0.0414527505636215,0.0494262650609016,49.42626190185547,0.9810269474983216,2.0046210289001465,False,True,True
