mae_mean,mae_std,mae_median,rmse_mean,rmse_std,rmse_median,r2_mean,r2_std,r2_median,isc_error_abs_mean,isc_error_abs_median,voc_error_abs_mean,voc_error_abs_median,voc_prediction_rate,run_name,architecture,use_attention,use_dilated_conv,train_time_s,test_time_s,total_time_s,train_steps,max_epochs,batch_size,exp_id,seed,run_file
5.389988015563428,5.481149431396212,3.636840457096696,7.626977225803998,7.399533750657328,5.225863009624115,0.9811474012211832,0.4452296016416339,0.996393019170976,0.21461082798979594,0.0,0.012100307059040773,0.0008155963728424531,0.8226499284073124,T0-3-TCN-Dilated_seed42,tcn,False,True,1354.1438767388463,11.542602941393852,1383.4601628920063,39102,100,128,T0-3-TCN-Dilated,42,/scratch/memoozd/ts-tools-scratch/dbe/scalar_predictors/outputs/tcn_icml_20260207/results/T0-3-TCN-Dilated_seed42_stats.json
6.111009219619284,5.456454010486613,4.358754626475275,8.090408774166567,7.324542973638034,5.653385948351932,0.9826204929012644,0.04864958339680017,0.9958287710473968,3.014321413813919,2.8153523206710815,0.011096353304073185,0.003421621605475489,0.9495871070857752,T0-3-TCN-Dilated_seed456,tcn,False,True,1103.7075551142916,11.41026886831969,1132.7887400239706,31920,100,128,T0-3-TCN-Dilated,456,/scratch/memoozd/ts-tools-scratch/dbe/scalar_predictors/outputs/tcn_icml_20260207/results/T0-3-TCN-Dilated_seed456_stats.json
8.143562277453313,6.002786783639932,6.488038609881187,11.113711203324037,8.148643737172474,8.842934259068972,0.9728247135246836,0.04822867846789431,0.9892451002258282,1.7271928543384345,1.6367515325546265,0.017972030542769246,0.004630125465149293,0.7439483235108048,T0-4-Pointwise_seed123,pointwise,False,True,2709.0504678366706,11.27582530863583,2737.438607810065,75012,100,128,T0-4-Pointwise,123,/scratch/memoozd/ts-tools-scratch/dbe/scalar_predictors/outputs/tcn_icml_20260207/results/T0-4-Pointwise_seed123_stats.json
8.222859994864265,6.148451170248154,6.510203623212874,11.447807660164042,8.350766661773918,9.129493667606654,0.9649263119111617,1.0913786457876817,0.9885883645041191,2.4478886739762284,2.2988070249557495,0.026808821447498753,0.006432252193008248,0.7759981352602311,T0-4-Pointwise_seed42,pointwise,False,True,2356.883781313896,10.924641161225736,2384.765602041036,65436,100,128,T0-4-Pointwise,42,/scratch/memoozd/ts-tools-scratch/dbe/scalar_predictors/outputs/tcn_icml_20260207/results/T0-4-Pointwise_seed42_stats.json
8.092277981602404,5.890264635898523,6.433268775882198,11.14405634117105,8.013218520784015,8.9303630530305,0.9729215553905718,0.05932295834714688,0.9893028031456081,1.0764426943333714,0.0,0.03044352636576979,0.007275229465871336,0.719832179009057,T0-4-Pointwise_seed456,pointwise,False,True,2291.3680652547628,11.068450721912086,2319.9070846661925,63840,100,128,T0-4-Pointwise,456,/scratch/memoozd/ts-tools-scratch/dbe/scalar_predictors/outputs/tcn_icml_20260207/results/T0-4-Pointwise_seed456_stats.json
7.688429744738106,5.7782674912879575,6.131341680884361,10.52700248257058,7.781197353122397,8.428622681198203,0.9771048561789035,0.04754565058948768,0.9907547795319778,1.1881426227879353,0.9283066391944885,0.0016217130704542474,0.0004882905349866684,0.42120334298937834,T0-5-Conv-Attn_seed123,conv,True,True,852.8460854003206,11.138201089575887,880.7981426790357,23142,100,128,T0-5-Conv-Attn,123,/scratch/memoozd/ts-tools-scratch/dbe/scalar_predictors/outputs/tcn_icml_20260207/results/T0-5-Conv-Attn_seed123_stats.json
7.837736294202711,5.969007207177052,6.1078784558449115,10.457952098355081,8.123290486143913,8.039289447747715,0.9730262272690572,0.4657594402559324,0.9916112772805957,2.4223663233826502,2.2284581661224365,0.10780831662562272,0.0697041328240855,0.028870167493589956,T0-5-Conv-Attn_seed42,conv,True,True,825.166597363539,11.196387469768524,853.0673955017701,22344,100,128,T0-5-Conv-Attn,42,/scratch/memoozd/ts-tools-scratch/dbe/scalar_predictors/outputs/tcn_icml_20260207/results/T0-5-Conv-Attn_seed42_stats.json
7.27666008443296,5.712925443697034,5.594930848194762,9.932601029007142,7.677931992349693,7.72793166161822,0.9786931905853744,0.04669404162166246,0.9919635694980771,1.8519505462994132,1.60394686460495,0.010224715007777078,0.0008115340248930902,0.8086707511987213,T0-5-Conv-Attn_seed456,conv,True,True,827.2368995202705,11.422156899236143,854.2025383971632,22344,100,128,T0-5-Conv-Attn,456,/scratch/memoozd/ts-tools-scratch/dbe/scalar_predictors/outputs/tcn_icml_20260207/results/T0-5-Conv-Attn_seed456_stats.json
8.232696128631959,5.872902930526682,6.5719096748941865,10.306389537704213,7.746205741081412,7.971289583737185,0.9773334137159232,0.04828437229966949,0.9918397107166503,4.73867559353053,4.481149077415466,0.027205646238208113,0.005016408295672736,0.9999001098791329,T0-6-TCN-Attn_seed123,tcn,True,True,825.2506910106167,11.3676966028288,854.1896355003119,22344,100,128,T0-6-TCN-Attn,123,/scratch/memoozd/ts-tools-scratch/dbe/scalar_predictors/outputs/tcn_icml_20260207/results/T0-6-TCN-Attn_seed123_stats.json
7.191762124245038,6.1512569813181255,5.373546427115798,10.166133085077444,8.38409709277328,7.698928415358253,0.9739134356768242,0.4332208439213954,0.9921338410378628,0.7686567503290045,0.0,0.013169128002288257,0.00035439905269440963,0.04072458459591755,T0-6-TCN-Attn_seed42,tcn,True,True,831.5352200623602,11.024455432780087,860.0489803291857,22344,100,128,T0-6-TCN-Attn,42,/scratch/memoozd/ts-tools-scratch/dbe/scalar_predictors/outputs/tcn_icml_20260207/results/T0-6-TCN-Attn_seed42_stats.json
7.389213755433163,5.789878511027409,5.7334139187587425,10.293939753948221,7.857424184504715,8.102246091444801,0.9773719126961395,0.046756479732776406,0.9910900744519553,0.7299438172446322,0.0,0.007497939909839661,0.0010012552327235968,0.7926212040490144,T0-6-TCN-Attn_seed456,tcn,True,True,800.4023817647249,11.389918213710189,827.7011800622568,21546,100,128,T0-6-TCN-Attn,456,/scratch/memoozd/ts-tools-scratch/dbe/scalar_predictors/outputs/tcn_icml_20260207/results/T0-6-TCN-Attn_seed456_stats.json
5.223795014006943,5.4700746073411315,3.4584478556514995,7.355779217479227,7.38109191739991,4.961564481643867,0.9850670432558772,0.041315201478396534,0.9967438440976388,0.8665558981826822,0.7122365236282349,0.002382197130851987,0.0007162405874101552,0.6269103985615823,T0-7-NoScalars_seed123,conv,False,True,1495.0549464253709,11.178259221836925,1523.6011133594438,44688,100,128,T0-7-NoScalars,123,/scratch/memoozd/ts-tools-scratch/dbe/scalar_predictors/outputs/tcn_icml_20260207/results/T0-7-NoScalars_seed123_stats.json
5.210778202153526,5.570608811390012,3.40656409971416,7.44534021493555,7.604610403932051,4.975261688513562,0.9823078531916919,0.2903011241289807,0.9967727623721192,0.5512523554819855,0.0,0.01669366899052788,0.0006261627466973563,0.484799040990976,T0-7-NoScalars_seed42,conv,False,True,1525.1515986984596,11.759916326962411,1554.3385619614273,46284,100,128,T0-7-NoScalars,42,/scratch/memoozd/ts-tools-scratch/dbe/scalar_predictors/outputs/tcn_icml_20260207/results/T0-7-NoScalars_seed42_stats.json
5.774665867078005,5.502309337928068,4.023672472452745,7.785615492839899,7.35845486321168,5.369666231170283,0.9832469738776285,0.046419941776872246,0.9963067073036509,2.9248358450813123,2.8930054903030396,0.01685093361273358,0.0012356405053606245,0.8469299413958444,T0-7-NoScalars_seed456,conv,False,True,1301.067931726575,11.3253387035802,1330.9546424299479,39102,100,128,T0-7-NoScalars,456,/scratch/memoozd/ts-tools-scratch/dbe/scalar_predictors/outputs/tcn_icml_20260207/results/T0-7-NoScalars_seed456_stats.json
6.522091434396768,6.480463812003269,4.349740611389279,8.863659792484547,8.493198267542853,6.047849522189919,0.9784519901234368,0.052717639419564866,0.9948819508737103,0.6550956005685887,0.0,0.009735859685862215,0.0014779054624884935,0.9052016265672653,T0-8-100kOnly_seed123,conv,False,True,550.0619256235659,4.761429990641773,561.9236641237512,16956,100,128,T0-8-100kOnly,123,/scratch/memoozd/ts-tools-scratch/dbe/scalar_predictors/outputs/tcn_icml_20260207/results/T0-8-100kOnly_seed123_stats.json
7.027494989107262,6.625261962635291,4.856429407722317,9.220878467637627,8.699134580841756,6.281544273899904,0.9765625693405934,0.059089769276614364,0.9947171539888219,1.2013391767776753,1.1112253665924072,0.0008642082214518703,0.00031690396597383597,0.32291931250529166,T0-8-100kOnly_seed42,conv,False,True,682.1258933600038,4.804246997460723,693.6972510842606,20724,100,128,T0-8-100kOnly,42,/scratch/memoozd/ts-tools-scratch/dbe/scalar_predictors/outputs/tcn_icml_20260207/results/T0-8-100kOnly_seed42_stats.json
6.803231290948974,6.884157187825471,4.514371512457728,9.18824946891062,8.953005282775074,6.230371462201309,0.9759398971221456,0.06129165177475829,0.9947530867410868,1.9831302024233746,1.9544875025749207,0.0036191465715588404,0.0007791848385815814,0.6966615827825792,T0-8-100kOnly_seed456,conv,False,True,637.2105515776202,4.836774850264192,648.9849316067994,19468,100,128,T0-8-100kOnly,456,/scratch/memoozd/ts-tools-scratch/dbe/scalar_predictors/outputs/tcn_icml_20260207/results/T0-8-100kOnly_seed456_stats.json
5.686435314786233,5.418415489776471,3.9973433893173933,7.806562628472705,7.2882125928745145,5.490998885570704,0.9839896503091818,0.041256130284074224,0.9960229506064164,1.1888398801508493,1.0567413568496704,0.02008001092016814,0.0031411968804981316,0.9954383511470716,T0-9-200epochs_seed123,conv,False,True,1080.439726174809,11.602526945993304,1110.5452580545098,32718,200,128,T0-9-200epochs,123,/scratch/memoozd/ts-tools-scratch/dbe/scalar_predictors/outputs/tcn_icml_20260207/results/T0-9-200epochs_seed123_stats.json
5.268147193343014,5.085590592816462,3.663575808333917,7.2550559651547015,6.955142790495662,5.018469478890104,0.9835461166094276,0.4102111891487756,0.996706032717767,0.6745467032162721,0.0,0.011710361449079375,0.0007593092045376504,0.7544870300689288,T0-9-200epochs_seed42,conv,False,True,1650.1767344949767,11.719781973399222,1678.1449674852192,50274,200,128,T0-9-200epochs,42,/scratch/memoozd/ts-tools-scratch/dbe/scalar_predictors/outputs/tcn_icml_20260207/results/T0-9-200epochs_seed42_stats.json
5.150480031108344,5.3165568089264506,3.420996129512787,7.15666068906957,7.15562318804456,4.829294942409894,0.9851784148154236,0.045348482776728004,0.9968844408668122,1.485339658551784,1.44003826379776,0.0034565598399708517,0.000381404699171195,0.476891315929675,T0-9-200epochs_seed456,conv,False,True,1622.8769277157262,11.009346967563033,1649.7543436167762,49476,200,128,T0-9-200epochs,456,/scratch/memoozd/ts-tools-scratch/dbe/scalar_predictors/outputs/tcn_icml_20260207/results/T0-9-200epochs_seed456_stats.json
